full_jaspar_motif,jaspar_motif,lowest_level_family,gene
MA1945.1_ETV5::FIGLA,ETV5::FIGLA,ELK-like,ETV4
MA1945.1_ETV5::FIGLA,ETV5::FIGLA,ELK-like,ETV5
MA1946.1_ETV5::FOXI1,ETV5::FOXI1,ELK-like,ELK4
MA1946.1_ETV5::FOXI1,ETV5::FOXI1,ELK-like,ELK3
MA1946.1_ETV5::FOXI1,ETV5::FOXI1,ELK-like,ELK1
MA1946.1_ETV5::FOXI1,ETV5::FOXI1,ELK-like,ETV1
MA1946.1_ETV5::FOXI1,ETV5::FOXI1,ELK-like,ETV4
MA1946.1_ETV5::FOXI1,ETV5::FOXI1,ELK-like,ETV5
MA1947.1_ETV5::FOXO1,ETV5::FOXO1,ELK-like,ELK4
MA1947.1_ETV5::FOXO1,ETV5::FOXO1,ELK-like,ELK3
MA1947.1_ETV5::FOXO1,ETV5::FOXO1,ELK-like,ELK1
MA1947.1_ETV5::FOXO1,ETV5::FOXO1,ELK-like,ETV1
MA1947.1_ETV5::FOXO1,ETV5::FOXO1,ELK-like,ETV4
MA1947.1_ETV5::FOXO1,ETV5::FOXO1,ELK-like,ETV5
MA1948.1_ETV5::HOXA2,ETV5::HOXA2,ELK-like,ELK4
MA1948.1_ETV5::HOXA2,ETV5::HOXA2,ELK-like,ELK3
MA1948.1_ETV5::HOXA2,ETV5::HOXA2,ELK-like,ELK1
MA1948.1_ETV5::HOXA2,ETV5::HOXA2,ELK-like,ETV1
MA1948.1_ETV5::HOXA2,ETV5::HOXA2,ELK-like,ETV4
MA1948.1_ETV5::HOXA2,ETV5::HOXA2,ELK-like,ETV5
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,FLI
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,FLI1
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,ERF
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,ERG
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,ETS1
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,ETV2
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,ETV3
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,FEV
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,ETS2
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,GABPA
MA1949.1_FLI1::DRGX,FLI1::DRGX,ETS-like,ETV3L
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,FLI
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,FLI1
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,ERF
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,ERG
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,ETS1
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,ETV2
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,ETV3
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,FEV
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,ETS2
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,GABPA
MA1950.1_FLI1::FOXI1,FLI1::FOXI1,ETS-like,ETV3L
MA1951.1_FOS,FOS,Fos,FOS
MA1951.1_FOS,FOS,Fos,FOSL2
MA1951.1_FOS,FOS,Fos,FOSB
MA1951.1_FOS,FOS,Fos,FOSL1
MA1952.1_FOXJ2::ELF1,FOXJ2::ELF1,FOXJ,FOXJ2
MA1952.1_FOXJ2::ELF1,FOXJ2::ELF1,FOXJ,FOXJ1
MA1952.1_FOXJ2::ELF1,FOXJ2::ELF1,FOXJ,FOXJ3
MA1953.1_FOXO1::ELF1,FOXO1::ELF1,FOXO,FOXO3
MA1953.1_FOXO1::ELF1,FOXO1::ELF1,FOXO,FOXO4
MA1953.1_FOXO1::ELF1,FOXO1::ELF1,FOXO,FOXO6
MA1953.1_FOXO1::ELF1,FOXO1::ELF1,FOXO,FOXO1
MA1954.1_FOXO1::ELK1,FOXO1::ELK1,FOXO,FOXO3
MA1954.1_FOXO1::ELK1,FOXO1::ELK1,FOXO,FOXO4
MA1954.1_FOXO1::ELK1,FOXO1::ELK1,FOXO,FOXO6
MA1954.1_FOXO1::ELK1,FOXO1::ELK1,FOXO,FOXO1
MA1955.1_FOXO1::ELK3,FOXO1::ELK3,FOXO,FOXO3
MA1955.1_FOXO1::ELK3,FOXO1::ELK3,FOXO,FOXO4
MA1955.1_FOXO1::ELK3,FOXO1::ELK3,FOXO,FOXO6
MA1955.1_FOXO1::ELK3,FOXO1::ELK3,FOXO,FOXO1
MA1956.1_FOXO1::FLI1,FOXO1::FLI1,FOXO,FOXO3
MA1956.1_FOXO1::FLI1,FOXO1::FLI1,FOXO,FOXO4
MA1956.1_FOXO1::FLI1,FOXO1::FLI1,FOXO,FOXO6
MA1956.1_FOXO1::FLI1,FOXO1::FLI1,FOXO,FOXO1
MA1957.1_HOXB2::ELK1,HOXB2::ELK1,HOX2,HOXA2
MA1957.1_HOXB2::ELK1,HOXB2::ELK1,HOX2,HOXB2
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXC11
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXD12
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXA10
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXC10
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXC12
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXC13
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXD11
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXB9
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXD10
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXA13
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXA9
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXC9
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXD13
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXD9
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXB13
MA1958.1_HOXD12::ELK1,HOXD12::ELK1,HOX9-13,HOXA11
MA1959.1_KLF7,KLF7,Kr-like,KLF5
MA1959.1_KLF7,KLF7,Kr-like,KLF13
MA1959.1_KLF7,KLF7,Kr-like,KLF14
MA1959.1_KLF7,KLF7,Kr-like,KLF16
MA1959.1_KLF7,KLF7,Kr-like,KLF10
MA1959.1_KLF7,KLF7,Kr-like,KLF11
MA1959.1_KLF7,KLF7,Kr-like,KLF15
MA1959.1_KLF7,KLF7,Kr-like,KLF17
MA1959.1_KLF7,KLF7,Kr-like,KLF2
MA1959.1_KLF7,KLF7,Kr-like,KLF3
MA1959.1_KLF7,KLF7,Kr-like,KLF6
MA1959.1_KLF7,KLF7,Kr-like,KLF4
MA1959.1_KLF7,KLF7,Kr-like,KLF9
MA1959.1_KLF7,KLF7,Kr-like,KLF7
MA1959.1_KLF7,KLF7,Kr-like,KLF1
MA1959.1_KLF7,KLF7,Kr-like,KLF12
MA1959.1_KLF7,KLF7,Kr-like,KLF8
MA1960.1_MGA::EVX1,MGA::EVX1,TBX6-related,MGA
MA1960.1_MGA::EVX1,MGA::EVX1,TBX6-related,TBX6
MA1961.1_PATZ1,PATZ1,MAZ-like,MAZ
MA1961.1_PATZ1,PATZ1,MAZ-like,VEZF1
MA1961.1_PATZ1,PATZ1,MAZ-like,PATZ1
MA1962.1_POU2F1::SOX2,POU2F1::SOX2,POU2,POU2F2
MA1962.1_POU2F1::SOX2,POU2F1::SOX2,POU2,POU2F1
MA1962.1_POU2F1::SOX2,POU2F1::SOX2,POU2,POU2F3
MA1963.1_SATB1,SATB1,SATB,SATB1
MA1963.1_SATB1,SATB1,SATB,SATB2
MA1964.1_SMAD2,SMAD2,R-MAD,SMAD2
MA1964.1_SMAD2,SMAD2,R-MAD,SMAD3
MA1964.1_SMAD2,SMAD2,R-MAD,SMAD5
MA1964.1_SMAD2,SMAD2,R-MAD,SMAD1
MA1964.1_SMAD2,SMAD2,R-MAD,SMAD9
MA1965.1_SP5,SP5,Sp1-like,SP4
MA1965.1_SP5,SP5,Sp1-like,SP8
MA1965.1_SP5,SP5,Sp1-like,SP9
MA1965.1_SP5,SP5,Sp1-like,SP1
MA1965.1_SP5,SP5,Sp1-like,SP2
MA1965.1_SP5,SP5,Sp1-like,SP3
MA1965.1_SP5,SP5,Sp1-like,SP5
MA1965.1_SP5,SP5,Sp1-like,Sp6
MA1965.1_SP5,SP5,Sp1-like,Sp7
MA1966.1_TFAP4::ETV1,TFAP4::ETV1,AP4,TFAP4
MA1967.1_TFAP4::FLI1,TFAP4::FLI1,AP4,TFAP4
MA1968.1_TFCP2,TFCP2,CP2-related,TFCP2
MA1968.1_TFCP2,TFCP2,CP2-related,UBP1
MA1968.1_TFCP2,TFCP2,CP2-related,TFCP2L1
MA1969.1_THRA,THRA,T3R(NR1A),THRB
MA1969.1_THRA,THRA,T3R(NR1A),THRA
MA1970.1_TRPS1,TRPS1,GATA single,TRPS1
MA1970.1_TRPS1,TRPS1,GATA single,GATAD1
MA1970.1_TRPS1,TRPS1,GATA single,GATAD2A
MA1970.1_TRPS1,TRPS1,GATA single,GATAD2B
MA1970.1_TRPS1,TRPS1,GATA single,RERE
MA1970.1_TRPS1,TRPS1,GATA single,MTA1
MA1970.1_TRPS1,TRPS1,GATA single,MTA2
MA1970.1_TRPS1,TRPS1,GATA single,MTA3
MA1970.1_TRPS1,TRPS1,GATA single,ZGLP1
MA1970.1_TRPS1,TRPS1,GATA single,DNMT3A
MA1970.1_TRPS1,TRPS1,GATA single,DNMT3B
MA1970.1_TRPS1,TRPS1,GATA single,DNMT3L
MA1970.1_TRPS1,TRPS1,GATA single,ATRX
MA1971.1_ZBED2,ZBED2,BED zinc finger factors,ZBED1
MA1971.1_ZBED2,ZBED2,BED zinc finger factors,ZBED2
MA1971.1_ZBED2,ZBED2,BED zinc finger factors,ZBED3
MA1971.1_ZBED2,ZBED2,BED zinc finger factors,ZBED4
MA1971.1_ZBED2,ZBED2,BED zinc finger factors,ZBED5
MA1971.1_ZBED2,ZBED2,BED zinc finger factors,ZBED6
MA1972.1_ZFP14,ZFP14,ZFP30-like,ZFP14
MA1972.1_ZFP14,ZFP14,ZFP30-like,ZFP30
MA1972.1_ZFP14,ZFP14,ZFP30-like,ZFP82
MA1973.1_ZKSCAN3,ZKSCAN3,ZKSCAN3-like,ZKSCAN3
MA1973.1_ZKSCAN3,ZKSCAN3,ZKSCAN3-like,ZKSCAN4
MA1974.1_ZNF211,ZNF211,ZNF417-like,ZNF417
MA1974.1_ZNF211,ZNF211,ZNF417-like,ZNF211
MA1974.1_ZNF211,ZNF211,ZNF417-like,ZNF418
MA1974.1_ZNF211,ZNF211,ZNF417-like,ZNF552
MA1974.1_ZNF211,ZNF211,ZNF417-like,ZNF256
MA1974.1_ZNF211,ZNF211,ZNF417-like,ZNF587B
MA1974.1_ZNF211,ZNF211,ZNF417-like,ZNF814
MA1975.1_ZNF214,ZNF214,ZNF214-like,ZNF214
MA1975.1_ZNF214,ZNF214,ZNF214-like,ZNF285
MA1975.1_ZNF214,ZNF214,ZNF214-like,ZNF233
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,MZF1
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF354C
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF135
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF274
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF317
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF528
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF682
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF684
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,OSR2
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZBTB14
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF16
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF449
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF263
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZIM3
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF454
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF610
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF707
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF189
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF331
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF549
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF768
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF320
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF416
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF530
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF667
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF781
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF114
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF589
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF22
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF713
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZSCAN16
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF18
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,WT1
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,PRDM6
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF444
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF641
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF746
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZIM2
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF655
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF165
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF131
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,PRDM14
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF575
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZBTB49
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF691
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZSCAN30
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF80
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF514
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZSCAN21
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,MYNN
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZBTB24
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZFP92
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF205
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF837
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF584
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZSCAN22
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF550
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF696
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF556
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF391
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF239
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF660
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,GZF1
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF408
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF648
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF35
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF483
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZBTB48
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF275
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF596
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF718
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF121
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF485
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF586
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF10
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF19
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZBTB40
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZBTB11
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF154
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF34
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF329
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZFP90
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF250
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF623
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZFP3
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF266
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF311
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF880
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF287
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF676
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF267
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF471
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZFP28
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF182
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,PRDM5
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,RBAK
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF23
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF569
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF84
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF184
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF441
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF433
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF337
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF726
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF624
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF197
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF594
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF107
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF208
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF496
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF200
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF793
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZFP41
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF215
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZBTB44
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF576
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF394
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF202
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF789
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF662
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF554
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF506
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZFP1
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZBTB16
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,GTF3A
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZFP64
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF358
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF664
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF501
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF517
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF547
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF766
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF677
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF141
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZSCAN12
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF70
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF79
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF74
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF415
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF480
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF461
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF529
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF565
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF695
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF879
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF790
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF551
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF497
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZSCAN10
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF502
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF835
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF560
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF83
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF7
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF17
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF534
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF791
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF749
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF425
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF493
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF43
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZFP62
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZNF91
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZSCAN26
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZKSCAN8
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZKSCAN7
MA1976.1_ZNF320,ZNF320,More than 3 adjacent zinc fingers,ZSCAN25
MA1977.1_ZNF324,ZNF324,ZNF324,ZNF324
MA1977.1_ZNF324,ZNF324,ZNF324,ZNF324B
MA1978.1_ZNF354A,ZNF354A,ZNF354A-like,ZNF354A
MA1978.1_ZNF354A,ZNF354A,ZNF354A-like,ZNF354B
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,MZF1
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF354C
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF135
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF274
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF317
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF528
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF682
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF684
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,OSR2
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZBTB14
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF16
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF449
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF263
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZIM3
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF454
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF610
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF707
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF189
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF331
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF549
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF768
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF320
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF416
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF530
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF667
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF781
MA1979.1_ZNF416,ZNF416,More than 3 adjacent zinc fingers,ZNF114
